OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type,school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
101032349,1/22/2023,Admission,Adult,PreK-12,Haverford School,19041,Haverford,1,Pennsylvania,Haverford SD,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101033114,2/13/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,James Dobson School,19127-1929,Philadelphia,2,PA,Philadelphia City SD,Public,6450,6450,James Dobson School,,District,Network 5,Network 5,District 4,K-8,Catchment,High School,229,237.0,0.4,1.3,30.1,9.6,10.0,0.0,48.5,28.8,0.4,51.1,73.4,86.4,39.7,73.4,0.0,,,,,,62.0,,46.5,78.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6450%5D_SP_SPREE_SPOTlight.pdf
101033114,2/9/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,James Dobson School,19127-1929,Philadelphia,2,PA,Philadelphia City SD,Public,6450,6450,James Dobson School,,District,Network 5,Network 5,District 4,K-8,Catchment,High School,229,237.0,0.4,1.3,30.1,9.6,10.0,0.0,48.5,28.8,0.4,51.1,73.4,86.4,39.7,73.4,0.0,,,,,,62.0,,46.5,78.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6450%5D_SP_SPREE_SPOTlight.pdf
101039015,1/19/2023,Admission,Adult,PreK-12 Free,Owen J Roberts HS,19465,Pottstown,1,Pennsylvania,Owen J. Roberts SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101044325,2/7/2023,Gallery Lessons,Adult,PreK-12,The Agnes Irwin School,19010,Rosemont,6,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101044326,2/21/2023,Gallery Lessons,Adult,PreK-12 Free,Norwood Fontbonne Academy,19118,Philadelphia,4,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101044703,2/28/2023,Gallery Lessons,Adult,PreK-12 Free,Francis S. Key School,19148,Philadelphia,10,Pennsylvania,Philadelphia City SD,Public,2540,2540,Francis S. Key School,"Pauline Cheung
Sector District",District,Network 2,Network 2,District 1,K-6,Catchment,High School,389,436.0,0.0,26.0,8.0,60.9,0.8,0.5,3.9,12.3,71.0,75.3,70.9,80.0,43.4,70.9,23.0,,,,,32.4,30.9,37.8,28.1,46.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2540%5D_SP_SPREE_SPOTlight.pdf
101046825,5/16/2023,Gallery Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,6,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101046873,2/9/2023,Gallery Lessons,Adult,PreK-12 Free,Community Academy of Philadelphia CS,19124-5424,Philadelphia,2,PA,Unaffiliated,Charter,3301,3301,Community Academy of Philadelphia Charter School,,Charter,Charters,Charters,District 7,K-12,Citywide,High School,1239,,0.0,1.8,11.1,81.4,4.0,0.1,1.7,,23.2,97.3,72.1,,42.9,72.1,7.0,92.8,18.2,23.2,42.7,26.4,28.9,22.1,12.1,44.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3301%5D_SP_SPREE_SPOTlight.pdf
101047005,1/26/2023,Admission,Adult,PreK-12 Free,Inquiry Charter School,19104-1044,Philadelphia,2,PA,Unaffiliated,Charter,3308,3308,Inquiry Charter School,"Jennifer Faustman
Sector Charter",Charter,Charters,Charters,District 3,K-5,Citywide,High School,268,275.0,0.0,0.4,85.1,1.1,9.3,1.1,3.0,22.0,0.4,76.1,78.6,,48.4,78.6,23.0,,,,,46.5,30.8,46.5,30.8,52.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3308%5D_SP_SPREE_SPOTlight.pdf
101047801,4/18/2023,Gallery Lessons,Adult,PreK-12 Free,Laura H. Carnell School,19111-5826,Philadelphia,7,PA,Philadelphia City SD,Public,7220,7220,Laura H. Carnell School,"Tiffany Osei
Sector District",District,Network 10,Network 10,District 9,K-5,Catchment,High School,635,763.0,0.3,2.1,45.7,45.2,1.4,0.8,4.6,10.9,36.5,75.8,59.0,61.4,30.1,59.0,23.0,,,,,19.8,16.5,10.6,9.5,39.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7220%5D_SP_SPREE_SPOTlight.pdf
101047901,1/31/2023,Gallery Lessons,Adult,PreK-12,Society Hill Synagogue Playschool,19148,Philadelphia,5,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101048023,2/16/2023,Admission,Adult,PreK-12 Free,Freire CS,19103,Philadelphia,3,Pennsylvania,Unaffiliated,Charter,3318,3318,Freire Charter School,"Christopher Moore
Sector Charter",Charter,Charters,Charters,District 5,5-12,Citywide,High School,952,,0.4,0.1,90.0,4.2,4.4,0.0,0.8,,2.0,80.2,62.8,,35.0,62.8,5.0,94.8,29.1,25.6,51.2,,36.8,,5.5,28.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3318%5D_SP_SPREE_SPOTlight.pdf
101049699,2/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Riletta Twyne Cream Family School,8104,Camden,40,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101050283,2/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Cleveland-Bright Futures,19140,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101051610,2/14/2023,Gallery Lessons,Adult,PreK-12 Free,Furness High School,19148-2635,Philadelphia,4,PA,Philadelphia City SD,Public,2160,2160,Horace Furness High School,"Daniel Peou
Sector District",District,Network 12,Network 12,District 1,9-12,Catchment,High School,821,945.0,0.0,31.3,17.8,40.7,3.5,0.2,6.5,14.5,53.0,64.8,53.1,85.3,33.0,53.1,58.0,81.0,18.0,20.4,34.6,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2160%5D_SP_SPREE_SPOTlight.pdf
101055496,2/14/2023,Gallery Lessons,Adult,PreK-12,Cupola Academy Homeschool,19035,Gladwyne,2,Pennsylvania,Unaffiliated,Homeschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101056433,3/17/2023,Gallery Lessons,Adult,PreK-12 Free,William Penn Charter School,19144-5412,Philadelphia,1,PA,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101056433,4/17/2023,Gallery Lessons,Adult,PreK-12 Free,William Penn Charter School,19144-5412,Philadelphia,1,PA,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101056433,4/21/2023,Gallery Lessons,Adult,PreK-12 Free,William Penn Charter School,19144-5412,Philadelphia,1,PA,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101057312,2/21/2023,Gallery Lessons,Adult,PreK-12 Free,Stephen Girard School,19145,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,2320,2320,Stephen Girard School,"Elizabeth Walls
Sector District",District,Network 2,Network 2,District 2,K-4,Catchment,High School,278,319.0,0.0,19.4,53.6,11.5,4.0,0.0,11.5,19.4,18.4,78.1,54.9,91.3,32.3,54.9,23.0,,,,,24.0,35.3,16.0,25.6,66.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2320%5D_SP_SPREE_SPOTlight.pdf
101057410,3/30/2023,Gallery Lessons,Adult,PreK-12,Strath Haven HS,19086-6333,Wallingford,2,PA,Wallingford-Swarthmore SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101058205,3/31/2023,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101058702,3/24/2023,Admission,Adult,PreK-12,Lehigh Valley Charter High School for the Arts,18015,Bethlehem,5,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101058801,4/13/2023,Admission,Adult,PreK-12,Reach Cyber Charter School,17111,Harrisburg,7,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101059501,2/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Alexander K. McClure School,19140-2516,Philadelphia,2,PA,Philadelphia City SD,Public,7380,7380,Alexander K. McClure School,"Luis Garcia
Sector District",District,Network 8,Network 8,District 7,K-5,Catchment,High School,417,483.0,0.0,0.2,29.3,69.1,0.5,0.0,1.0,13.9,32.4,89.9,51.6,56.8,25.5,51.6,23.0,,,,,5.8,10.2,1.8,5.0,27.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7380%5D_SP_SPREE_SPOTlight.pdf
101059910,3/14/2023,Gallery Lessons,Adult,PreK-12 Free,Randolph A. Philip AVT HS,19129,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101063608,3/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,4,PA,Philadelphia City SD,Public,4460,4460,Tanner G. Duckrey School,"David Cohen
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,423,530.0,0.2,1.2,91.7,4.7,1.9,0.0,0.2,22.7,1.9,91.7,36.4,90.6,17.4,36.4,1.0,,,,,34.9,19.6,27.3,8.9,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4460%5D_SP_SPREE_SPOTlight.pdf
101070405,3/31/2023,Admission,Adult,PreK-12 Free,Philadelphia High School for Girls,19141,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,6050,6050,Philadelphia High School for Girls,"Katiedra Argro
Sector District",District,Network 15,Network 15,District 8,9-12,Criteria,High School,723,727.0,0.0,12.6,67.5,10.4,5.0,0.1,4.4,6.0,5.4,73.2,62.7,81.4,31.2,62.7,3.0,94.9,30.3,49.4,77.3,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6050%5D_SP_SPREE_SPOTlight.pdf
101070406,3/2/2023,Admission,Adult,PreK-12,Academy of the New Church,19009,Bryn Athyn,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101070902,2/23/2023,Admission,Adult,PreK-12 Free,Philadelphia Academy CS,19116,Philadelphia,4,Pennsylvania,Unaffiliated,Charter,3322,3322,Philadelphia Academy Charter School,"Megan Simmons
Sector Charter",Charter,Charters,Charters,District 10,K-12,Citywide,High School,1123,,0.2,9.3,11.5,14.4,4.9,0.3,59.5,,7.0,59.0,83.5,,52.1,83.5,1.0,84.6,47.5,49.0,59.0,61.1,57.6,69.4,50.2,74.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3322%5D_SP_SPREE_SPOTlight.pdf
101072201,3/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,William McKinley School,19122-1546,Philadelphia,15,PA,Philadelphia City SD,Public,5350,5350,William McKinley School,"Marilyn Mejia
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,307,336.0,0.0,1.3,44.3,52.8,0.0,0.3,1.3,32.3,11.7,87.6,47.6,77.8,21.4,47.6,0.0,,,,,4.2,9.0,4.0,2.1,14.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5350%5D_SP_SPREE_SPOTlight.pdf
101072401,3/6/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Eliza B. Kirkbride School,19147-6410,Philadelphia,4,PA,Philadelphia City SD,Public,2580,2580,Eliza B. Kirkbride School,"Rebecca Julien
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,476,518.0,0.0,23.1,4.8,53.2,4.4,0.0,14.5,17.0,48.5,73.3,86.3,81.6,61.4,86.3,0.0,,,,,42.9,41.1,34.7,29.8,55.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2580%5D_SP_SPREE_SPOTlight.pdf
101072717,3/24/2023,Admission,Adult,PreK-12,Hatboro-Horsham SHS,19044,Horsham,2,Pennsylvania,Hatboro-Horsham SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101072720,3/24/2023,Admission,Adult,PreK-12,The Catholic High School of Baltimore,21213,Baltimore,3,Maryland,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101073421,4/11/2023,Gallery Lessons,Adult,PreK-12,Princeton Charter School,8540,Princeton,4,New Jersey,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101073423,5/2/2023,Gallery Lessons,Adult,PreK-12 Free,Samuel Powel School,19104,Philadelphia,6,Pennsylvania,Philadelphia City SD,Public,1390,1390,Samuel Powel School,"Kimberly Ellerbee
Sector District",District,Network 3,Network 3,District 3,K-4,Catchment,High School,312,323.0,0.6,4.5,59.9,5.1,4.2,0.0,25.6,22.8,2.2,53.9,80.5,81.8,56.0,80.5,23.0,,,,,60.4,63.0,45.8,60.9,84.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1390%5D_SP_SPREE_SPOTlight.pdf
101074289,3/30/2023,Gallery Lessons,Adult,PreK-12 Free,Richard Allen Preparatory Charter School,19143,Philadelphia,2,Pennsylvania,Unaffiliated,Charter,3359,3359,Richard Allen Preparatory Charter School,"Lawrence Jones
Sector Charter",Charter,Charters,Charters,District 3,5-8,Citywide,High School,351,384.0,0.0,3.4,89.2,2.9,3.4,0.0,1.1,25.4,7.1,100.0,66.2,,50.0,66.2,3.0,,,,,,25.7,,5.4,21.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3359%5D_SP_SPREE_SPOTlight.pdf
101074811,3/4/2023,Admission,Adult,PreK-12 Free,*St. Laurentius School,19125,Philadelphia,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101075602,2/27/2023,Admission,Adult,PreK-12 Free,*Albert M. Greenfield School,19103,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,2470,2470,Albert M. Greenfield School,"Daniel Lazar
Sector District",District,Network 4,Network 4,District 2,K-8,Catchment,High School,730,758.0,0.0,12.3,11.8,11.8,10.8,0.0,53.3,13.8,6.4,17.1,91.6,88.6,65.3,91.6,0.0,,,,,87.6,85.4,78.7,74.7,92.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2470%5D_SP_SPREE_SPOTlight.pdf
101078441,4/13/2023,Gallery Lessons,Adult,PreK-12 Free,James G. Blaine School,19121-1801,Philadelphia,3,PA,Philadelphia City SD,Public,4220,4220,James G. Blaine School,"Gianeen Anyika
Sector District",District,Network 5,Network 5,District 5,K-8,Catchment,High School,305,358.0,0.0,0.0,95.4,2.3,0.3,0.0,2.0,38.0,0.0,89.8,52.5,83.3,30.5,52.5,0.0,,,,,0.0,15.3,0.0,6.3,28.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4220%5D_SP_SPREE_SPOTlight.pdf
101081899,4/20/2023,Admission,Adult,PreK-12,Cherokee High School,08053-2550,Marlton,1,NJ,Lenape Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082060,4/27/2023,Admission,Adult,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,6310,6310,John F. McCloskey School,"John Spencer
Sector District",District,Network 6,Network 6,District 9,K-8,Catchment,High School,249,279.0,0.0,0.0,94.8,2.4,2.8,0.0,0.0,21.7,1.2,73.9,66.7,100.0,41.6,66.7,0.0,,,,,,28.9,,11.6,25.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6310%5D_SP_SPREE_SPOTlight.pdf
101082062,5/4/2023,Admission,Adult,PreK-12,Mainland Regional HS,8221,Linwood,3,New Jersey,Mainland Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082345,4/21/2023,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082347,4/21/2023,Admission,Adult,PreK-12,Woodstown High School,8098,Woodstown,2,New Jersey,Woodstown-Pilesgrove Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082347,4/28/2023,Admission,Adult,PreK-12,Woodstown High School,8098,Woodstown,2,New Jersey,Woodstown-Pilesgrove Regional SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082348,4/28/2023,Admission,Adult,PreK-12,The Hill School,19464,Pottstown,3,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082738,3/24/2023,Admission,Adult,PreK-12,Lehigh Valley Charter High School for the Arts,18015,Bethlehem,5,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101082740,3/27/2023,Admission,Adult,PreK-12,West-Mont Christian Academy,19465,Pottstown,5,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101083703,6/7/2023,Gallery Lessons,Adult,PreK-12 Free,Little City Montessori,19122,Philadelphia,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101086278,3/16/2023,Admission,Adult,PreK-12,Collegium CS,19341,Exton,2,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101086702,4/25/2023,Gallery Lessons,Adult,PreK-12 Free,South Philadelphia High School,19148,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,2000,2000,South Philadelphia High School,,District,Network 12,Network 12,District 1,9-12,Catchment,High School,631,790.0,0.0,9.7,37.9,39.9,4.3,0.0,8.2,26.8,42.6,73.5,39.9,76.6,22.0,39.9,79.0,63.7,11.0,14.7,34.7,,,,,,35.5,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2000%5D_SP_SPREE_SPOTlight.pdf
101087006,4/25/2023,Gallery Lessons,Adult,PreK-12,Conestoga SHS,19312-1260,Berwyn,4,PA,Tredyffrin/Easttown SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101087601,4/11/2023,Gallery Lessons,Adult,PreK-12 Free,Vare-Washington School,19147-5203,Philadelphia,4,PA,Philadelphia City SD,Public,2720,2720,Vare-Washington School,"Alison Barnes
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,310,349.0,0.3,10.7,20.3,39.7,6.1,0.0,22.9,30.0,29.7,67.1,72.5,90.9,46.7,72.5,0.0,,,,,,48.4,,26.8,45.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2720%5D_SP_SPREE_SPOTlight.pdf
101087602,5/16/2023,Gallery Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,4,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101088023,5/5/2023,PreK-12 Online Learning,Adult,PreK-12 (Modig),Overbrook Elementary School,19151,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,4370,4370,Overbrook Elementary School,"Kenneth Glover
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,213,243.0,0.5,0.0,93.0,3.3,1.9,0.0,1.4,20.2,1.4,78.9,53.9,88.9,29.6,53.9,0.0,,,,,,29.6,,11.2,38.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4370%5D_SP_SPREE_SPOTlight.pdf
101088234,5/5/2023,PreK-12 Online Learning,Adult,PreK-12,Yorkship Family School,8104,Camden,14,New Jersey,Camden City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101088318,5/5/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,6,PA,Philadelphia City SD,Public,4460,4460,Tanner G. Duckrey School,"David Cohen
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,423,530.0,0.2,1.2,91.7,4.7,1.9,0.0,0.2,22.7,1.9,91.7,36.4,90.6,17.4,36.4,1.0,,,,,34.9,19.6,27.3,8.9,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4460%5D_SP_SPREE_SPOTlight.pdf
101088901,4/21/2023,Gallery Lessons,Adult,PreK-12 Free,William Penn Charter School,19144-5412,Philadelphia,1,PA,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101090479,6/2/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Thomas Holme School,19114,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101092523,6/2/2023,PreK-12 Online Learning,Adult,PreK-12 Free,Lewis Elkin School,19134-2335,Philadelphia,10,PA,Philadelphia City SD,Public,5260,5260,Lewis Elkin School,"Charlotte Gillum
Sector District",District,Network 9,Network 9,District 7,K-4,Catchment,High School,529,593.0,0.0,0.6,17.2,78.8,1.3,0.0,2.1,19.5,37.8,83.9,41.8,74.5,18.7,41.8,23.0,,,,,9.6,7.6,2.8,2.8,20.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5260%5D_SP_SPREE_SPOTlight.pdf
101094004,5/9/2023,Gallery Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,3,PA,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101094006,5/11/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,3,PA,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101094006,5/8/2023,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,3,PA,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101094007,5/22/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,6,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101094007,5/26/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,6,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101094203,4/18/2023,Gallery Lessons,Adult,PreK-12 Free,Southwark School,19123,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2640,2640,Southwark School,"Andrew Lukov
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,930,1017.0,0.2,19.0,5.9,58.0,2.4,0.0,14.5,11.1,50.4,69.3,82.6,90.8,54.1,82.6,0.0,,,,,29.6,31.4,33.7,20.2,37.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2640%5D_SP_SPREE_SPOTlight.pdf
101094203,5/30/2023,Gallery Lessons,Adult,PreK-12 Free,Southwark School,19123,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2640,2640,Southwark School,"Andrew Lukov
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,930,1017.0,0.2,19.0,5.9,58.0,2.4,0.0,14.5,11.1,50.4,69.3,82.6,90.8,54.1,82.6,0.0,,,,,29.6,31.4,33.7,20.2,37.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2640%5D_SP_SPREE_SPOTlight.pdf
101094204,4/13/2023,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Southwark School,19123,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2640,2640,Southwark School,"Andrew Lukov
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,930,1017.0,0.2,19.0,5.9,58.0,2.4,0.0,14.5,11.1,50.4,69.3,82.6,90.8,54.1,82.6,0.0,,,,,29.6,31.4,33.7,20.2,37.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2640%5D_SP_SPREE_SPOTlight.pdf
101094204,4/20/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Southwark School,19123,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2640,2640,Southwark School,"Andrew Lukov
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,930,1017.0,0.2,19.0,5.9,58.0,2.4,0.0,14.5,11.1,50.4,69.3,82.6,90.8,54.1,82.6,0.0,,,,,29.6,31.4,33.7,20.2,37.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2640%5D_SP_SPREE_SPOTlight.pdf
101094215,4/27/2023,Gallery Lessons,Adult,PreK-12,North Montco Tech Career Center,19446,Lansdale,3,Pennsylvania,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
